counselling_body,institute_type,college_name,branch_name,college_id,branch_id,category,quota,seat_pool,year,round_number,opening_rank,closing_rank
JoSAA,NIT,NIT Warangal,Civil,3,4,OPEN,OS,Gender-Neutral,2023,3,39757,43488
JoSAA,GFTI,IIIT Hyderabad,Civil,2,1,ST,AI,Female-Only,2022,3,44774,49066
CSAB,IIIT,NIT Trichy,Mechanical,1,1,OBC-NCL,AI,Female-Only,2021,5,18166,22224
CSAB,NIT,NIT Warangal,Electrical,5,3,EWS,OS,Gender-Neutral,2021,4,45471,48968
JoSAA,GFTI,IIIT Hyderabad,Electrical,2,2,EWS,OS,Female-Only,2021,4,32846,33019
JoSAA,GFTI,IIIT Hyderabad,Civil,2,2,SC,OS,Female-Only,2023,2,2560,4019
JoSAA,GFTI,IIIT Hyderabad,Electrical,7,1,ST,HS,Gender-Neutral,2021,6,37397,38588
JoSAA,IIIT,NIT Warangal,Electrical,8,1,SC,HS,Gender-Neutral,2023,1,34843,39796
CSAB,NIT,NIT Trichy,Civil,8,4,SC,HS,Female-Only,2023,2,3316,5357
CSAB,GFTI,NIT Trichy,Electrical,4,3,OPEN,OS,Female-Only,2021,2,14367,17615
JoSAA,IIIT,NIT Surathkal,Civil,1,3,EWS,OS,Gender-Neutral,2022,2,9681,14084
JoSAA,IIIT,IIIT Hyderabad,Computer Science,7,1,SC,HS,Female-Only,2023,2,4615,5959
CSAB,IIIT,NIT Surathkal,Mechanical,1,4,OPEN,HS,Female-Only,2021,4,22176,23561
CSAB,GFTI,NIT Surathkal,Mechanical,4,4,ST,OS,Gender-Neutral,2023,1,44916,49521
JoSAA,NIT,NIT Trichy,Electrical,8,2,SC,AI,Gender-Neutral,2022,2,9876,13012
JoSAA,GFTI,NIT Warangal,Electrical,2,2,EWS,HS,Gender-Neutral,2022,4,22047,22917
JoSAA,GFTI,NIT Warangal,Electrical,6,4,SC,OS,Gender-Neutral,2021,2,3063,5006
CSAB,NIT,NIT Trichy,Mechanical,6,2,ST,OS,Gender-Neutral,2023,3,6886,7059
CSAB,NIT,NIT Warangal,Computer Science,9,1,SC,AI,Gender-Neutral,2023,2,13966,15726
CSAB,NIT,NIT Surathkal,Computer Science,5,4,EWS,OS,Female-Only,2023,6,39068,43517
JoSAA,IIIT,IIIT Hyderabad,Mechanical,4,2,OPEN,OS,Female-Only,2023,6,32405,33324
JoSAA,NIT,NIT Trichy,Computer Science,5,3,EWS,HS,Gender-Neutral,2021,2,17460,21378
CSAB,GFTI,IIIT Hyderabad,Mechanical,5,4,OPEN,HS,Gender-Neutral,2022,5,40213,40644
CSAB,NIT,NIT Warangal,Computer Science,8,4,OBC-NCL,AI,Female-Only,2021,3,32913,34434
JoSAA,GFTI,IIIT Hyderabad,Civil,8,3,EWS,AI,Female-Only,2023,1,1293,5048
CSAB,IIIT,NIT Warangal,Civil,2,1,EWS,OS,Female-Only,2023,2,4612,6403
CSAB,GFTI,NIT Warangal,Mechanical,7,3,ST,HS,Gender-Neutral,2022,1,22766,27416
JoSAA,GFTI,NIT Surathkal,Computer Science,8,4,SC,AI,Gender-Neutral,2023,3,16730,21238
CSAB,NIT,NIT Warangal,Electrical,6,1,OPEN,AI,Female-Only,2021,2,9083,9410
JoSAA,NIT,NIT Surathkal,Computer Science,5,2,OPEN,AI,Gender-Neutral,2021,5,736,3717
JoSAA,GFTI,NIT Surathkal,Civil,9,2,ST,OS,Gender-Neutral,2022,4,3875,6840
JoSAA,NIT,NIT Surathkal,Civil,3,2,ST,HS,Gender-Neutral,2021,5,2521,5196
JoSAA,IIIT,NIT Trichy,Computer Science,4,4,SC,AI,Female-Only,2021,5,13125,17747
JoSAA,IIIT,NIT Trichy,Computer Science,9,3,SC,HS,Female-Only,2021,4,9380,9944
JoSAA,NIT,NIT Warangal,Electrical,6,1,EWS,AI,Gender-Neutral,2021,4,37051,37428
JoSAA,IIIT,NIT Surathkal,Electrical,8,2,OBC-NCL,AI,Gender-Neutral,2023,6,11451,15665
CSAB,NIT,NIT Trichy,Computer Science,7,1,SC,HS,Gender-Neutral,2021,4,49964,50129
JoSAA,GFTI,NIT Surathkal,Computer Science,2,4,ST,HS,Gender-Neutral,2022,2,38191,42553
JoSAA,GFTI,IIIT Hyderabad,Computer Science,3,2,SC,HS,Gender-Neutral,2022,1,45756,46258
CSAB,IIIT,IIIT Hyderabad,Computer Science,1,4,OPEN,OS,Female-Only,2021,6,30271,34354
CSAB,NIT,IIIT Hyderabad,Mechanical,9,3,OBC-NCL,AI,Gender-Neutral,2022,6,3744,8348
CSAB,NIT,NIT Warangal,Computer Science,7,4,EWS,OS,Gender-Neutral,2021,1,16242,19820
JoSAA,IIIT,NIT Surathkal,Electrical,1,4,OPEN,HS,Gender-Neutral,2022,6,7873,11417
CSAB,GFTI,IIIT Hyderabad,Civil,3,3,OPEN,AI,Female-Only,2022,4,28566,33358
JoSAA,IIIT,NIT Trichy,Mechanical,4,1,OBC-NCL,OS,Female-Only,2021,5,10878,15397
JoSAA,GFTI,IIIT Hyderabad,Computer Science,4,3,EWS,AI,Gender-Neutral,2021,3,12601,15740
JoSAA,NIT,IIIT Hyderabad,Civil,5,3,ST,OS,Female-Only,2023,4,47277,48814
JoSAA,GFTI,IIIT Hyderabad,Mechanical,3,4,EWS,HS,Female-Only,2021,5,2208,2736
CSAB,IIIT,NIT Warangal,Civil,3,1,SC,OS,Female-Only,2021,5,29469,32251
CSAB,NIT,NIT Trichy,Computer Science,1,2,OPEN,AI,Female-Only,2023,6,36482,39359
JoSAA,IIIT,NIT Surathkal,Computer Science,7,3,SC,AI,Female-Only,2021,2,25918,29396
JoSAA,IIIT,NIT Trichy,Electrical,1,1,ST,AI,Female-Only,2021,2,10351,10843
JoSAA,GFTI,NIT Surathkal,Computer Science,2,3,SC,AI,Gender-Neutral,2023,6,23441,28082
CSAB,IIIT,NIT Warangal,Computer Science,4,3,EWS,HS,Female-Only,2021,6,11778,12219
JoSAA,GFTI,NIT Warangal,Mechanical,4,3,SC,OS,Female-Only,2021,1,14467,14699
JoSAA,NIT,NIT Warangal,Electrical,5,3,ST,HS,Gender-Neutral,2023,1,29772,30136
CSAB,GFTI,NIT Warangal,Mechanical,2,4,ST,HS,Gender-Neutral,2023,3,4432,8720
CSAB,NIT,NIT Surathkal,Civil,4,1,ST,HS,Gender-Neutral,2022,3,12102,13887
JoSAA,GFTI,IIIT Hyderabad,Computer Science,1,1,EWS,AI,Gender-Neutral,2021,3,20384,21918
CSAB,IIIT,NIT Surathkal,Civil,2,1,ST,AI,Female-Only,2022,3,15800,17560
CSAB,GFTI,NIT Trichy,Mechanical,1,3,OPEN,AI,Female-Only,2022,5,13869,17786
JoSAA,GFTI,NIT Warangal,Computer Science,4,4,ST,OS,Female-Only,2023,5,29418,31872
CSAB,NIT,NIT Warangal,Computer Science,4,3,SC,AI,Female-Only,2021,1,24423,24788
JoSAA,IIIT,NIT Trichy,Mechanical,7,3,SC,OS,Gender-Neutral,2021,2,27710,32551
CSAB,GFTI,NIT Surathkal,Mechanical,9,1,SC,AI,Female-Only,2023,6,7063,8299
JoSAA,IIIT,IIIT Hyderabad,Mechanical,9,3,EWS,AI,Female-Only,2022,2,7938,12587
JoSAA,GFTI,IIIT Hyderabad,Mechanical,5,2,SC,HS,Gender-Neutral,2023,4,45267,46757
JoSAA,GFTI,NIT Trichy,Mechanical,1,3,EWS,HS,Female-Only,2021,5,12343,13555
CSAB,IIIT,IIIT Hyderabad,Computer Science,1,2,EWS,HS,Female-Only,2023,3,28039,30373
JoSAA,GFTI,NIT Surathkal,Mechanical,6,3,ST,OS,Female-Only,2021,3,1945,4911
CSAB,IIIT,NIT Surathkal,Computer Science,2,4,OPEN,OS,Female-Only,2022,4,46810,49978
JoSAA,GFTI,NIT Trichy,Computer Science,8,4,ST,AI,Gender-Neutral,2021,2,16866,19145
JoSAA,NIT,NIT Surathkal,Mechanical,9,1,ST,OS,Gender-Neutral,2022,3,36980,37714
CSAB,IIIT,NIT Warangal,Mechanical,4,3,EWS,AI,Gender-Neutral,2022,2,12880,16611
JoSAA,GFTI,NIT Trichy,Electrical,5,2,EWS,OS,Gender-Neutral,2021,6,48558,50057
JoSAA,GFTI,NIT Surathkal,Computer Science,8,2,SC,OS,Gender-Neutral,2021,4,42956,47842
CSAB,NIT,NIT Trichy,Mechanical,3,3,SC,OS,Female-Only,2022,2,1609,4448
JoSAA,IIIT,IIIT Hyderabad,Mechanical,5,2,ST,HS,Female-Only,2023,6,24057,27327
JoSAA,GFTI,NIT Surathkal,Mechanical,3,4,OBC-NCL,OS,Gender-Neutral,2021,2,45272,47237
JoSAA,NIT,NIT Warangal,Electrical,3,2,OBC-NCL,HS,Gender-Neutral,2022,2,34446,36501
JoSAA,GFTI,NIT Surathkal,Electrical,3,1,SC,HS,Gender-Neutral,2022,3,17363,22140
CSAB,IIIT,NIT Trichy,Civil,7,4,OBC-NCL,OS,Female-Only,2023,1,46974,49292
CSAB,GFTI,NIT Trichy,Computer Science,7,4,SC,AI,Gender-Neutral,2021,5,26248,27737
JoSAA,GFTI,NIT Surathkal,Civil,7,4,EWS,AI,Female-Only,2022,2,31633,36612
CSAB,GFTI,NIT Warangal,Mechanical,8,3,ST,AI,Female-Only,2023,2,42708,45938
JoSAA,GFTI,NIT Warangal,Electrical,5,3,OPEN,OS,Female-Only,2022,2,13031,17407
CSAB,NIT,NIT Warangal,Electrical,5,4,ST,AI,Female-Only,2021,1,1459,5673
JoSAA,NIT,NIT Trichy,Civil,4,3,SC,HS,Gender-Neutral,2023,6,24632,25981
JoSAA,IIIT,NIT Surathkal,Electrical,7,2,SC,AI,Female-Only,2022,4,20444,23710
JoSAA,NIT,IIIT Hyderabad,Mechanical,4,3,ST,OS,Female-Only,2023,3,4342,5687
JoSAA,NIT,NIT Trichy,Electrical,2,3,SC,AI,Gender-Neutral,2021,1,20701,20854
JoSAA,IIIT,NIT Warangal,Civil,4,4,OBC-NCL,HS,Female-Only,2023,6,49332,52342
JoSAA,NIT,NIT Surathkal,Mechanical,8,1,OBC-NCL,OS,Female-Only,2021,2,19216,21712
CSAB,NIT,NIT Warangal,Civil,9,1,SC,AI,Female-Only,2022,6,35577,36119
JoSAA,IIIT,IIIT Hyderabad,Electrical,3,1,SC,OS,Gender-Neutral,2021,1,30882,35657
CSAB,IIIT,NIT Warangal,Civil,7,2,OBC-NCL,OS,Female-Only,2022,1,45659,49370
JoSAA,IIIT,NIT Warangal,Civil,9,3,SC,OS,Female-Only,2022,1,49919,54396
CSAB,GFTI,IIIT Hyderabad,Computer Science,4,1,SC,AI,Gender-Neutral,2021,4,18980,21487
CSAB,GFTI,NIT Surathkal,Electrical,3,4,ST,OS,Gender-Neutral,2022,5,3599,4521
CSAB,IIIT,NIT Trichy,Electrical,5,1,OPEN,AI,Female-Only,2023,3,31687,35489
JoSAA,IIIT,NIT Surathkal,Civil,1,1,OBC-NCL,HS,Female-Only,2022,4,44558,47597
JoSAA,IIIT,IIIT Hyderabad,Computer Science,3,3,ST,AI,Gender-Neutral,2021,4,26120,30956
CSAB,GFTI,NIT Warangal,Electrical,8,3,OPEN,HS,Female-Only,2023,5,8180,9311
JoSAA,GFTI,NIT Surathkal,Mechanical,8,3,SC,AI,Gender-Neutral,2023,4,23307,25423
CSAB,NIT,NIT Trichy,Civil,4,2,SC,OS,Female-Only,2022,1,34057,34719
JoSAA,NIT,IIIT Hyderabad,Electrical,2,2,ST,AI,Gender-Neutral,2022,1,14008,16646
CSAB,IIIT,NIT Surathkal,Mechanical,8,1,SC,OS,Female-Only,2021,6,30752,31192
CSAB,GFTI,NIT Trichy,Electrical,8,3,EWS,HS,Gender-Neutral,2023,2,30444,35111
JoSAA,GFTI,IIIT Hyderabad,Mechanical,4,1,ST,AI,Gender-Neutral,2021,4,25134,29009
CSAB,GFTI,NIT Trichy,Civil,3,4,OPEN,OS,Gender-Neutral,2022,2,25888,28284
JoSAA,IIIT,IIIT Hyderabad,Electrical,2,4,ST,HS,Gender-Neutral,2023,3,12851,13185
CSAB,NIT,NIT Warangal,Electrical,9,3,OBC-NCL,HS,Gender-Neutral,2021,1,47582,48798
CSAB,IIIT,NIT Surathkal,Computer Science,1,3,ST,AI,Female-Only,2021,6,33893,35901
JoSAA,NIT,NIT Trichy,Civil,7,4,SC,HS,Female-Only,2021,3,32939,34456
JoSAA,NIT,IIIT Hyderabad,Mechanical,5,3,SC,OS,Gender-Neutral,2021,6,38414,39805
JoSAA,IIIT,NIT Trichy,Electrical,8,2,EWS,HS,Female-Only,2021,5,35553,39141
CSAB,NIT,NIT Trichy,Electrical,4,2,EWS,HS,Female-Only,2023,1,9485,14312
JoSAA,NIT,NIT Surathkal,Mechanical,7,3,EWS,OS,Female-Only,2021,3,18332,22086
CSAB,GFTI,NIT Warangal,Civil,5,4,OPEN,HS,Female-Only,2023,5,43444,44072
CSAB,NIT,NIT Trichy,Computer Science,5,1,EWS,HS,Female-Only,2021,3,34890,38314
JoSAA,IIIT,IIIT Hyderabad,Computer Science,9,3,OPEN,HS,Female-Only,2022,6,15931,18011
JoSAA,IIIT,IIIT Hyderabad,Electrical,9,3,EWS,HS,Gender-Neutral,2022,5,20225,23264
CSAB,NIT,NIT Warangal,Mechanical,9,1,OPEN,OS,Female-Only,2021,5,45808,47237
CSAB,GFTI,IIIT Hyderabad,Electrical,6,3,ST,HS,Female-Only,2022,1,17782,19115
JoSAA,GFTI,NIT Warangal,Mechanical,6,1,ST,OS,Female-Only,2023,2,36970,38823
JoSAA,NIT,IIIT Hyderabad,Computer Science,5,4,SC,HS,Gender-Neutral,2021,6,17388,20288
JoSAA,NIT,NIT Surathkal,Civil,9,2,OPEN,HS,Female-Only,2023,6,35894,38927
JoSAA,IIIT,NIT Trichy,Mechanical,8,4,OBC-NCL,HS,Female-Only,2021,5,39577,42436
JoSAA,NIT,NIT Surathkal,Computer Science,7,2,SC,HS,Female-Only,2022,5,24505,27380
CSAB,GFTI,NIT Trichy,Electrical,7,1,ST,OS,Gender-Neutral,2023,1,38837,42424
CSAB,NIT,NIT Trichy,Mechanical,6,2,OPEN,OS,Female-Only,2022,2,2720,6670
CSAB,IIIT,NIT Trichy,Civil,5,4,EWS,OS,Gender-Neutral,2022,6,35514,38141
CSAB,IIIT,NIT Surathkal,Electrical,4,2,OBC-NCL,AI,Female-Only,2021,4,37733,38723
JoSAA,IIIT,NIT Trichy,Electrical,3,1,ST,HS,Gender-Neutral,2023,4,35157,37322
JoSAA,IIIT,NIT Surathkal,Computer Science,3,2,SC,HS,Gender-Neutral,2022,2,40238,41526
JoSAA,IIIT,NIT Warangal,Mechanical,6,3,OPEN,OS,Gender-Neutral,2021,3,13954,18351
CSAB,NIT,IIIT Hyderabad,Electrical,4,4,OBC-NCL,AI,Female-Only,2021,1,9777,10617
CSAB,NIT,IIIT Hyderabad,Civil,6,3,OPEN,HS,Gender-Neutral,2021,2,44211,45680
JoSAA,NIT,NIT Trichy,Mechanical,3,1,EWS,OS,Gender-Neutral,2022,4,24174,25663
JoSAA,NIT,NIT Surathkal,Civil,4,2,SC,HS,Gender-Neutral,2021,5,17924,20024
CSAB,IIIT,IIIT Hyderabad,Electrical,9,3,OPEN,HS,Gender-Neutral,2023,4,865,2436
CSAB,GFTI,NIT Surathkal,Civil,5,3,ST,OS,Female-Only,2023,5,45539,47175
JoSAA,NIT,NIT Surathkal,Computer Science,7,2,SC,OS,Female-Only,2022,1,31715,32133
JoSAA,GFTI,NIT Trichy,Civil,2,2,ST,HS,Female-Only,2023,5,49026,51390
CSAB,NIT,IIIT Hyderabad,Mechanical,5,4,OPEN,HS,Female-Only,2021,2,36960,38954
JoSAA,NIT,NIT Trichy,Civil,9,3,SC,OS,Gender-Neutral,2022,5,13075,16886
JoSAA,GFTI,NIT Trichy,Civil,3,3,ST,HS,Female-Only,2021,3,9441,14360
JoSAA,IIIT,IIIT Hyderabad,Computer Science,9,1,EWS,HS,Gender-Neutral,2022,2,28241,31163
CSAB,NIT,IIIT Hyderabad,Civil,6,4,EWS,OS,Female-Only,2022,1,12434,17042
CSAB,NIT,NIT Warangal,Civil,4,1,OPEN,HS,Female-Only,2021,2,48945,50320
CSAB,NIT,NIT Warangal,Electrical,7,3,SC,HS,Female-Only,2023,3,15935,19118
CSAB,GFTI,NIT Surathkal,Electrical,8,1,OBC-NCL,AI,Gender-Neutral,2023,1,26648,27148
CSAB,IIIT,IIIT Hyderabad,Mechanical,6,3,SC,OS,Female-Only,2022,4,35534,36357
CSAB,GFTI,NIT Warangal,Electrical,5,3,EWS,AI,Female-Only,2021,3,25139,27568
CSAB,GFTI,NIT Surathkal,Electrical,6,1,ST,AI,Female-Only,2021,1,32630,33865
JoSAA,IIIT,NIT Surathkal,Electrical,5,1,OBC-NCL,AI,Gender-Neutral,2022,5,38836,41706
JoSAA,GFTI,NIT Surathkal,Electrical,8,2,OPEN,HS,Female-Only,2023,2,40509,45455
JoSAA,IIIT,NIT Warangal,Computer Science,1,2,OBC-NCL,HS,Female-Only,2021,1,18665,19032
JoSAA,NIT,IIIT Hyderabad,Electrical,7,2,OPEN,AI,Gender-Neutral,2023,2,9934,10603
JoSAA,IIIT,NIT Trichy,Computer Science,2,3,OBC-NCL,AI,Gender-Neutral,2023,5,36756,39412
JoSAA,NIT,NIT Surathkal,Computer Science,9,1,OPEN,AI,Female-Only,2022,1,940,3013
JoSAA,GFTI,NIT Warangal,Electrical,1,4,OPEN,HS,Female-Only,2022,4,13973,14618
CSAB,GFTI,NIT Warangal,Civil,6,3,OBC-NCL,AI,Female-Only,2023,3,31668,34590
CSAB,NIT,NIT Trichy,Computer Science,9,4,OBC-NCL,AI,Gender-Neutral,2021,1,10946,15506
JoSAA,GFTI,NIT Trichy,Civil,1,1,OPEN,OS,Gender-Neutral,2021,5,5999,10741
JoSAA,IIIT,NIT Warangal,Civil,4,3,EWS,OS,Gender-Neutral,2022,1,20602,20972
CSAB,NIT,IIIT Hyderabad,Electrical,4,4,OBC-NCL,HS,Female-Only,2023,2,665,1503
JoSAA,GFTI,NIT Trichy,Mechanical,9,4,SC,OS,Gender-Neutral,2021,6,38873,40230
JoSAA,NIT,NIT Warangal,Electrical,5,2,ST,OS,Female-Only,2021,1,42024,42182
CSAB,IIIT,NIT Trichy,Mechanical,5,2,OPEN,OS,Gender-Neutral,2022,4,43342,47623
JoSAA,IIIT,IIIT Hyderabad,Mechanical,6,2,OPEN,HS,Gender-Neutral,2023,1,9287,14245
CSAB,GFTI,NIT Surathkal,Electrical,1,3,ST,OS,Gender-Neutral,2021,3,7326,7815
JoSAA,IIIT,NIT Trichy,Electrical,1,1,EWS,HS,Female-Only,2022,1,42247,43065
CSAB,NIT,IIIT Hyderabad,Mechanical,9,1,ST,AI,Female-Only,2021,6,38758,43102
CSAB,IIIT,NIT Warangal,Electrical,3,2,OBC-NCL,OS,Female-Only,2021,2,45981,50759
CSAB,NIT,NIT Trichy,Mechanical,4,2,ST,HS,Female-Only,2021,1,4411,4631
JoSAA,NIT,NIT Trichy,Civil,1,2,OPEN,OS,Gender-Neutral,2022,4,44314,47066
CSAB,IIIT,NIT Warangal,Electrical,9,4,ST,AI,Female-Only,2023,5,41716,44119
JoSAA,GFTI,NIT Surathkal,Civil,8,2,SC,HS,Gender-Neutral,2022,1,25789,30750
JoSAA,IIIT,NIT Warangal,Computer Science,2,4,OBC-NCL,HS,Female-Only,2023,1,6183,9194
JoSAA,NIT,NIT Trichy,Civil,8,1,ST,HS,Female-Only,2021,3,12698,13597
JoSAA,NIT,NIT Warangal,Civil,7,3,OPEN,AI,Gender-Neutral,2023,4,17040,20520
CSAB,IIIT,IIIT Hyderabad,Mechanical,6,3,OBC-NCL,AI,Gender-Neutral,2021,6,26980,29186
CSAB,GFTI,NIT Warangal,Civil,1,3,OPEN,AI,Female-Only,2021,5,2680,3889
JoSAA,GFTI,NIT Trichy,Electrical,7,3,EWS,HS,Female-Only,2022,2,46712,48062
JoSAA,NIT,NIT Warangal,Mechanical,7,4,SC,AI,Gender-Neutral,2021,1,42421,45161
CSAB,NIT,NIT Surathkal,Computer Science,9,4,EWS,OS,Gender-Neutral,2022,6,9486,11235
JoSAA,GFTI,NIT Warangal,Electrical,1,2,SC,AI,Gender-Neutral,2023,5,19622,21067
CSAB,IIIT,NIT Surathkal,Computer Science,2,4,ST,HS,Gender-Neutral,2023,2,26324,29380
JoSAA,NIT,IIIT Hyderabad,Civil,9,2,OBC-NCL,OS,Gender-Neutral,2021,6,14735,17281
JoSAA,NIT,NIT Surathkal,Electrical,9,2,ST,AI,Female-Only,2022,4,771,4235
CSAB,GFTI,NIT Warangal,Electrical,6,3,SC,OS,Female-Only,2021,4,33645,34229
JoSAA,IIIT,NIT Trichy,Computer Science,6,4,SC,OS,Female-Only,2022,5,26955,27857
CSAB,GFTI,NIT Surathkal,Electrical,4,4,SC,HS,Female-Only,2022,2,35890,37705
JoSAA,IIIT,IIIT Hyderabad,Electrical,4,2,OPEN,OS,Gender-Neutral,2022,4,46685,48700
JoSAA,IIIT,NIT Surathkal,Electrical,5,2,OBC-NCL,OS,Gender-Neutral,2023,5,14360,17943
JoSAA,IIIT,NIT Surathkal,Civil,3,1,ST,HS,Gender-Neutral,2022,4,1174,3031
CSAB,NIT,NIT Surathkal,Computer Science,1,1,ST,HS,Female-Only,2023,4,42776,44685
JoSAA,GFTI,IIIT Hyderabad,Electrical,1,2,EWS,HS,Gender-Neutral,2022,6,9575,12682
JoSAA,GFTI,NIT Warangal,Mechanical,7,1,SC,OS,Gender-Neutral,2023,6,12978,16303
JoSAA,IIIT,NIT Surathkal,Mechanical,1,1,SC,OS,Female-Only,2023,4,15220,18815
JoSAA,NIT,NIT Surathkal,Mechanical,1,2,SC,OS,Female-Only,2023,3,23247,25667
CSAB,NIT,NIT Trichy,Mechanical,3,2,ST,HS,Female-Only,2021,6,2086,3856
CSAB,GFTI,IIIT Hyderabad,Civil,4,4,EWS,AI,Gender-Neutral,2022,2,43693,48408
JoSAA,NIT,NIT Surathkal,Electrical,4,2,OPEN,OS,Gender-Neutral,2021,5,32530,33781
CSAB,NIT,IIIT Hyderabad,Computer Science,2,2,OBC-NCL,AI,Female-Only,2022,5,42061,46908
JoSAA,IIIT,NIT Surathkal,Electrical,1,3,OPEN,HS,Female-Only,2022,2,17530,19853
JoSAA,NIT,NIT Warangal,Civil,3,4,ST,OS,Gender-Neutral,2021,2,2276,5043
JoSAA,IIIT,NIT Warangal,Mechanical,4,4,SC,AI,Female-Only,2023,2,18822,19132
CSAB,GFTI,NIT Surathkal,Civil,3,4,OBC-NCL,OS,Gender-Neutral,2022,2,42915,45509
CSAB,NIT,NIT Warangal,Electrical,8,3,ST,OS,Female-Only,2023,1,49752,54533
CSAB,GFTI,NIT Surathkal,Computer Science,1,2,ST,OS,Female-Only,2021,5,18717,23079
CSAB,GFTI,NIT Warangal,Civil,2,4,ST,AI,Female-Only,2023,1,27215,29822
CSAB,NIT,NIT Trichy,Computer Science,7,4,OBC-NCL,HS,Gender-Neutral,2022,4,37476,40539
CSAB,NIT,NIT Trichy,Civil,4,1,OBC-NCL,OS,Gender-Neutral,2022,4,12006,15534
CSAB,GFTI,NIT Trichy,Computer Science,8,4,EWS,HS,Female-Only,2022,5,40102,43577
CSAB,NIT,IIIT Hyderabad,Computer Science,3,2,EWS,HS,Gender-Neutral,2021,4,6710,10765
CSAB,IIIT,IIIT Hyderabad,Mechanical,6,2,OPEN,AI,Female-Only,2022,2,43392,47197
JoSAA,IIIT,NIT Trichy,Computer Science,9,1,OBC-NCL,AI,Female-Only,2021,1,49852,53357
CSAB,NIT,IIIT Hyderabad,Mechanical,1,4,OBC-NCL,HS,Gender-Neutral,2023,2,13511,17649
CSAB,GFTI,NIT Warangal,Electrical,1,4,OBC-NCL,OS,Gender-Neutral,2022,4,9280,10432
CSAB,NIT,NIT Surathkal,Electrical,8,4,EWS,AI,Gender-Neutral,2022,6,48093,48906
CSAB,NIT,NIT Surathkal,Mechanical,3,3,ST,OS,Gender-Neutral,2022,1,10173,13161
CSAB,GFTI,NIT Surathkal,Mechanical,5,4,SC,OS,Female-Only,2023,2,37351,38138
CSAB,GFTI,NIT Trichy,Civil,1,2,EWS,OS,Gender-Neutral,2022,5,31060,31489
CSAB,IIIT,IIIT Hyderabad,Civil,5,2,OBC-NCL,HS,Gender-Neutral,2021,2,6001,7847
CSAB,GFTI,NIT Warangal,Civil,6,3,EWS,OS,Female-Only,2023,6,38997,40304
CSAB,IIIT,NIT Warangal,Electrical,8,3,OPEN,HS,Female-Only,2023,4,43283,45525
CSAB,GFTI,NIT Trichy,Civil,3,4,OBC-NCL,HS,Female-Only,2023,1,4582,5466
CSAB,NIT,NIT Warangal,Computer Science,3,1,OPEN,OS,Female-Only,2023,5,42554,45350
JoSAA,IIIT,NIT Warangal,Computer Science,9,3,OBC-NCL,OS,Gender-Neutral,2023,1,25528,29448
JoSAA,IIIT,NIT Warangal,Civil,4,3,EWS,OS,Gender-Neutral,2021,5,7500,11318
CSAB,IIIT,NIT Warangal,Computer Science,4,4,ST,OS,Female-Only,2023,1,39674,42467
CSAB,NIT,IIIT Hyderabad,Electrical,7,4,SC,HS,Female-Only,2022,4,43384,44109
JoSAA,NIT,NIT Warangal,Computer Science,2,3,OPEN,OS,Gender-Neutral,2023,5,7496,11830
